Global Fortune 500 Ranking,Company Name,CEO First Name,CEO Last Name,CEO Business Title,CEO Education Summary,Company Org Chart URL (See all the CEO's direct reports),CEO Biography,Company Industry,Company Country,Company Stock Ticker,Company Customer ID,Executive Customer ID,Degree 1,College 1,Degree 2,College 2
440,Chubu Electric Power,Kingo,Hayashi,"President, Executive President, Representative Director",,https://www.theofficialboard.com/org-chart/chubu-electric-power,,Utilities,Japan,JP - 9502,qnv5,zqxn75,,,,
441,CRH,Albert,Manifold,Chief Executive Officer and Director,Albert Manifold has a Master from Dublin City University.,https://www.theofficialboard.com/org-chart/crh,https://www.theofficialboard.com/biography/albert-manifold-189g8,Materials,Ireland,IE - CRH,q14j,8lvv42,Master,Dublin City University,,
442,Sumitomo Electric Industries,Masayoshi,Matsumoto,"Chairman of the Board, Chief Executive Officer and Representative Director",Masayoshi Matsumoto has a Bachelor from Hitotsubashi University.,https://www.theofficialboard.com/org-chart/sumitomo-electric-industries,https://www.theofficialboard.com/biography/masayoshi-matsumoto-94e08,Electrical & Electronic Components,Japan,JP - 5802,x55p,qe8e5,Bachelor,Hitotsubashi University,,
443,Financiere de l'Odet,Vincent,Bolloré,President and Chief Executive Officer,Vincent Bolloré has a PhD from Université Paris Nanterre.,https://www.theofficialboard.com/org-chart/financiere-de-l-odet-2,https://www.theofficialboard.com/biography/vincent-bollore-ge13g,Industrial Conglomerates,France,FR - FCODF,rlrq,7xxl7,PhD,Université Paris Nanterre,,
444,Xin Jiang Guang Hui Industry Investment,Dongsheng,Song,Vice Chairman and President,,https://www.theofficialboard.com/org-chart/xin-jiang-guang-hui-industry-investment-,,Retail,China,,o1e97,0q7qyo,,,,
446,Jabil,Mark,Mondello,Chief Executive Officer and Chairman of the Board,Mark Mondello has a Bachelor of Science in Mechanical Engineering from University of South Florida.,https://www.theofficialboard.com/org-chart/jabil,https://www.theofficialboard.com/biography/mark-mondello-dg478,Semiconductors,United States (USA),US - JBL,mqppj,2d0zx,Bachelor of Science in Mechanical Engineering,University of South Florida,,
447,Linde,Steve,Angel,Chairman of the Board,Steve Angel has a Bachelor of Science in Civil Engineering from North Carolina State University and a Master of Business Administration from Loyola College in Baltimore.,https://www.theofficialboard.com/org-chart/linde,https://www.theofficialboard.com/biography/steve-angel-41g02,Chemicals,United Kingdom (UK),DE - LIN,v16zp,zzyj2d,Master of Business Administration,,Bachelor of Science in Civil Engineering,North Carolina State University
448,Enterprise Products Partners,A. James,Teague,Co-Chief Executive Officer and Director,President,https://www.theofficialboard.com/org-chart/enterprise-products-partners,,Utilities,United States (USA),US - EPD,94rv,ove9m,,,,
449,Mazda Motor,Akira,Marumoto,"President, Chief Executive Officer and Representative Director",,https://www.theofficialboard.com/org-chart/mazda-motor,,Automotive,Japan,JP - 7261,p79r,1mqz1,,,,
450,CJ Group,Kyung-Shik,Sohn,Co-Chairman of the Board and Co-Chief Executive Officer,Kyung-Shik Sohn has a Bachelor of Law from Seoul National University and a Master of Business Administration from Oklahoma State University.,https://www.theofficialboard.com/org-chart/cj-group,https://www.theofficialboard.com/biography/kyung-shik-sohn-d5935,Industrial Conglomerates,"Korea, Republic of",KR - 001040,29rl7,0o8jnz,Master of Business Administration,Oklahoma State University,Bachelor of Law,Seoul National University
451,China National Coal,Yi,Peng,Director and General Manager,Yi Peng has a Master of Business Administration from Wuhan University.,https://www.theofficialboard.com/org-chart/china-national-coal,https://www.theofficialboard.com/biography/yi-peng-62d82,Mining,China,CN - 601898,ovqx5,vw1v0l,Master of Business Administration,Wuhan University,,
453,Hewlett Packard Enterprise,Antonio,Neri,Chief Executive Officer and Director,Antonio Neri has a Professor in Drawing & Painting in Liberal Arts and Sciences from Arts School in 1987 and a Computer Engineering Degree from Universidad Tecnológica Nacional in 1990.,https://www.theofficialboard.com/org-chart/hewlett-packard-enterprise-2,https://www.theofficialboard.com/biography/antonio-neri-d1481,Computer Hardware,United States (USA),US - HPE,jwnp1,jwv20o,Computer Engineering Degree,,Professor in Drawing & Painting in Liberal Arts and Sciences,
454,Danone,Antoine,de Saint-Affrique,Chief Executive Officer,Antoine de Saint-Affrique has a Master of Business Administration from Essec Business School in 1987 and a General Manager Program from Harvard Business School in 2002.,https://www.theofficialboard.com/org-chart/danone,https://www.theofficialboard.com/biography/antoine-de-saint-affrique-231g3,Food,France,FR - BN,oev5,v6eee6,General Manager Program,Harvard Business School,Master of Business Administration,Essec Business School
456,Longfor Properties,Mingxiao,Shao,Chief Executive Officer & Director,Mingxiao Shao has a Master from Renmin University of China.,https://www.theofficialboard.com/org-chart/longfor-properties,https://www.theofficialboard.com/biography/mingxiao-shao-g0d96,Real Estate,China,CN - 0960,zr46q,7r7eox,Master,Renmin University of China,,
457,United Natural Foods,Sandy,Douglas,Chief Executive Officer,Sandy Douglas graduated from University of Virginia.,https://www.theofficialboard.com/org-chart/united-natural-foods,https://www.theofficialboard.com/biography/sandy-douglas-d9673,Food,United States (USA),US - UNFI,e99q0,rojqmq,,University of Virginia,,
458,Centrica,Chris,O'Shea,Group Chief Executive Officer,"Chris O'Shea has a Bachelor of Account, Accountancy and Finance from University of Glasgow in 1993 and a Master of Business Administration from Duke University - The Fuqua School of Business in 2003.",https://www.theofficialboard.com/org-chart/centrica,https://www.theofficialboard.com/biography/chris-o-shea-252e1,Utilities,United Kingdom (UK),GB - CNA,zxo4,8deozv,Master of Business Administration,Duke University - The Fuqua School of Business,"Bachelor of Account, Accountancy and Finance",University of Glasgow
459,Subaru,Tomomi,Nakamura,"President, Chief Executive Officer and Representative Director",Tomomi Nakamura graduated from Keio University.,https://www.theofficialboard.com/org-chart/subaru,https://www.theofficialboard.com/biography/tomomi-nakamura-e3e06,Automotive,Japan,JP - 7270,noew,mq2q5j,,Keio University,,
460,Guangzhou Municipal Construction Group,Liang,Huqing,Chief Executive Officer,,https://www.theofficialboard.com/org-chart/guangzhou-municipal-construction-group,,Construction,United States (USA),,ylpv7,lwzwlm,,,,
461,LG Chem,Hak Cheol,Shin,Vice Chairman of the Board and Chief Executive Officer,"In 1979, Hak Cheol Shin completed a Bachelor in Mechanical Engineering at Seoul National University.",https://www.theofficialboard.com/org-chart/lg-chem,https://www.theofficialboard.com/biography/hak-cheol-shin-d75d6,Chemicals,"Korea, Republic of",KR - 051910,qq2vj,m61p8j,Bachelor in Mechanical Engineering,Seoul National University,,
462,AstraZeneca,Pascal,Soriot,Executive Director and Chief Executive Officer,Pascal Soriot has a Doctoral in Veterinary Medicine from Ecole nationale vétérinaire d'Alfort and a Master of Business Administration in Finance from HEC Paris.,https://www.theofficialboard.com/org-chart/astrazeneca,https://www.theofficialboard.com/biography/pascal-soriot-69e19,Pharmaceuticals,United Kingdom (UK),GB - AZN,yl5y,mo992n,Master of Business Administration in Finance,HEC Paris,Doctoral in Veterinary Medicine,Ecole nationale vétérinaire d'Alfort
463,Mondelez International,Dirk,Van de Put,Chairman and Chief Executive Officer,Dirk Van de Put has a Master of Business Administration from University of Antwerp and a Doctorate in Veterinary Medicine from University of Ghent.,https://www.theofficialboard.com/org-chart/mondelez-international,https://www.theofficialboard.com/biography/dirk-van-de-put-d5g35,Food,United States (USA),US - MDLZ,8ljlm,npe25v,,,Master of Business Administration,University of Antwerp
464,Boehringer Ingelheim,Hubertus,von Baumbach,Chairman of the Management Board,Hubertus von Baumbach has a Master of Business Administration from Massachusetts Institute of Technology.,https://www.theofficialboard.com/org-chart/boehringer-ingelheim,https://www.theofficialboard.com/biography/hubertus-von-baumbach-e0gd6,Pharmaceuticals,Germany,,wj54v,edmy1,Master of Business Administration,Massachusetts Institute of Technology,,
467,Koc,Levent,Çak?ro?lu,Chief Executive Officer,Levent Çak?ro?lu graduated from Ankara University.,https://www.theofficialboard.com/org-chart/koc,https://www.theofficialboard.com/biography/levent-cakiroglu-16d34,Energy,Turkey,TR - KHOLY,2mj7x,y8nzjw,,Ankara University,,
468,Guangzhou Baiyunshan,Hong,Li,General Manager and Executive Director,Hong Li has an Executive Master of Business Administration from Lingnan College of Sun Yat set University.,https://www.theofficialboard.com/org-chart/guangzhou-baiyunshan,https://www.theofficialboard.com/biography/hong-li-4g8dg,Pharmaceuticals,China,CN - 600332,p8lmp,mppexq,Executive Master of Business Administration,,,
469,Olam International,Sunny,Verghese,"Chief Executive Officer, Managing Director, Executive Director",Sunny Verghese graduated from Grenoble University.,https://www.theofficialboard.com/org-chart/olam-international,https://www.theofficialboard.com/biography/sunny-verghese-95d94,Food,Singapore,SG - OLMIY,lo116,nrq7w,,,,
471,Yunnan Provincial Investment Holding Group,Lujun,Qiu,Chairman of the Board,,https://www.theofficialboard.com/org-chart/yunnan-provincial-investment-holding-group,,Holding,China,,er911,lwzwm6,,,,
472,BMO Financial Group,Darryl,White,Chief Executive Officer,Darryl White has a Bachelor of Commerce from University of Western Ontario - Richard Ivey School of Business.,https://www.theofficialboard.com/org-chart/bmo-financial-group-2,https://www.theofficialboard.com/biography/darryl-white-4g6dg,Banking,Canada,CA - BMO,v0r5,9z8p64,Bachelor of Commerce,University of Western Ontario - Richard Ivey School of Business,,
474,WH Group,Lijun,Guo,Executive Director and Chief Executive Officer,,https://www.theofficialboard.com/org-chart/wh-group,,Food,Hong Kong,HK - 0288,191ne,m9podn,,,,
475,Dollar Tree,Michael,Witynski,President and Chief Executive Officer,"In 2000, Michael Witynski completed a Bachelor of Arts in Business Administration at Benedictine University.",https://www.theofficialboard.com/org-chart/dollar-tree,https://www.theofficialboard.com/biography/michael-witynski-d1201,Retail,United States (USA),US - DLTR,q4dj,n0r4ow,Bachelor of Arts in Business Administration,Benedictine University,,
476,Amgen,Robert,Bradway,Chairman and Chief Executive Officer,Robert Bradway has a Bachelor of Arts in biology from Amherst College and a Master of Business Administration from Harvard University.,https://www.theofficialboard.com/org-chart/amgen,https://www.theofficialboard.com/biography/robert-bradway-8361g,Pharmaceuticals,United States (USA),US - AMGN,6q04,191zq,Master of Business Administration,Harvard University,Bachelor of Arts in biology,Amherst College
477,Compass Group,Dominic,Blakemore,Chief Executive Officer,"In 1991, Dominic Blakemore completed a Bachelor of French at University College London.",https://www.theofficialboard.com/org-chart/compass-group,https://www.theofficialboard.com/biography/dominic-blakemore-g0587,Restaurants,United Kingdom (UK),GB - CPG,76mx,qqqj44,,University College London,,
478,Coles Group,Steven,Cain,Chief Executive Officer,Steven Cain has a Master in Chemical Engineering from Imperial College London in 1987 and a Digital Transformation & Innovation Program Degree from INSEAD in 2018.,https://www.theofficialboard.com/org-chart/coles-group,https://www.theofficialboard.com/biography/steven-cain-d1461,Retail,Australia,AU - COL,rp1o1,0z9d8o,,INSEAD,,Imperial College London
479,US Bank,Andrew,Cecere,"President, Chief Executive Officer and Chairman of the Board",Andrew Cecere has a Bachelor from University of St. Thomas and a Master of Business Administration in Finance from University of Minnesota.,https://www.theofficialboard.com/org-chart/us-bank-2,https://www.theofficialboard.com/biography/andrew-cecere-235e3,Banking,United States (USA),US - USB,8wwzr,m48rj,Master of Business Administration in Finance,University of Minnesota,Bachelor,University of St. Thomas
480,Ericsson,Borje,Ekholm,President and Chief Executive Officer,Borje Ekholm has a Master of Science in Electrical Engineering from KTH Royal Institute of Technology in 1988 and a Master of Business Administration from INSEAD in 1990.,https://www.theofficialboard.com/org-chart/ericsson,https://www.theofficialboard.com/biography/borje-ekholm-d2912,Telecommunications,Sweden,SE - ERIC,5lno,0e11r,Master of Business Administration,INSEAD,Master of Science in Electrical Engineering,KTH Royal Institute of Technology
481,Huayang New Material Technology,Zhai,Hong,Chief Executive Officer,,https://www.theofficialboard.com/org-chart/huayang-new-material-technology,,Mining,China,CN - 600348,2e74x,6w5w9r,,,,
482,Banco do Brasil,Fausto,De Andrade Ribeiro,Chief Executive Officer,"In 2010, Fausto De Andrade Ribeiro completed a Bachelor of Laws at University Center of Brasília.",https://www.theofficialboard.com/org-chart/banco-do-brasil1,https://www.theofficialboard.com/biography/fausto-de-andrade-ribeiro-4829g,Banking,Brazil,BR - BBAS3,1mvx4,1w7zpq,Bachelor of Laws,,,
483,Performance Food Group,George,Holm,"Chairman of the Board, President, Chief Executive Officer and Director",George Holm has a Bachelor in Business Administration from Grand Canyon University.,https://www.theofficialboard.com/org-chart/performance-food-group,https://www.theofficialboard.com/biography/george-holm-721e2,Wholesale,United States (USA),US - PFGC,5me70,my7vp,Bachelor in Business Administration,Grand Canyon University,,
484,Netflix,Reed,Hastings,"Chairman of the Board, President, Co-Chief Executive Officer",Reed Hastings has a Master of Science in Computer Science from Stanford University in 1988 and a Bachelor of Arts from Bowdoin College in 1983.,https://www.theofficialboard.com/org-chart/netflix,https://www.theofficialboard.com/biography/reed-hastings-ed853,Broadcasting,United States (USA),US - NFLX,o5j98,vd4dp,Bachelor of Arts,Bowdoin College,Master of Science in Computer Science,Stanford University
485,Nokia,Pekka,Lundmark,Chief Executive Officer,"In 1988, Pekka Lundmark completed a Master of Science in Technical Physics, Information Systems, International Marketing at Helsinki University of Technology.",https://www.theofficialboard.com/org-chart/nokia,https://www.theofficialboard.com/biography/pekka-lundmark-585e8,Telecommunications,Finland,FI - NOK,1yd94,8j7zd4,"Master of Science in Technical Physics, Information Systems, International Marketing",Helsinki University of Technology,,
486,Zijin Mining,Laichang,Zou,President and Director,Laichang Zou has a Master of Business Administration from Xiamen University.,https://www.theofficialboard.com/org-chart/zijin-mining,https://www.theofficialboard.com/biography/laichang-zou-g1601,Mining,China,CN - 601899,pw8r1,8n5e0,Master of Business Administration,Xiamen University,,
487,BAE Systems,Charles,Woodburn,Chief Executive Officer and Director,"Charles Woodburn has a Doctor of Philosophy in Engineering from University of Cambridge in 1995 and a Erasmus University, Rotterdam from Master of Business Administration in 2005.",https://www.theofficialboard.com/org-chart/bae-systems,https://www.theofficialboard.com/biography/charles-woodburn-235e3,Defense & Space,United Kingdom (UK),GB - BA,d0o9,86eoj2,,Master of Business Administration,Doctor of Philosophy in Engineering,University of Cambridge
488,Gree Electric,Mingzhu,Dong,Chairman of the Board and President,Mingzhu Dong has a Master of Business Administration from Zhongnan University of Economics & Law Wuhan College.,https://www.theofficialboard.com/org-chart/gree-electric,https://www.theofficialboard.com/biography/mingzhu-dong-d4974,Household Products,China,CN - 000651,q6rne,27nzl7,Master of Business Administration,,,
489,Gilead Sciences,Daniel,O'Day,Chairman of the Board and Chief Executive Officer,Daniel O'Day has a Bachelor in Biology from Georgetown University and a Master of Business Administration from Columbia University.,https://www.theofficialboard.com/org-chart/gilead-sciences-2,https://www.theofficialboard.com/biography/daniel-o-day-4egd8,Pharmaceuticals,United States (USA),US - GILD,j0yl,6ze2o2,Master of Business Administration,Columbia University,,Georgetown University
490,TD Synnex,Rich,Hume,Chief Executive Officer and Director,"In 1982, Rich Hume completed a Bachelor of Science in Accounting at Pennsylvania State University.",https://www.theofficialboard.com/org-chart/td-synnex,https://www.theofficialboard.com/biography/rich-hume-21ed3,Information Technology & Services,United States (USA),US - SNX,r5lx1,0q9odr,Bachelor of Science in Accounting,Pennsylvania State University,,
491,UniCredit Group,Andrea,Orcel,Chief Executive Officer,Andrea Orcel has a Economics and Commerce Degree from Sapienza University of Rome in 1986 and a Master of Business Administration from INSEAD in 1990.,https://www.theofficialboard.com/org-chart/unicredit-group,https://www.theofficialboard.com/biography/andrea-orcel-71ed9,Banking,Italy,IT - UNCFF,qqqj4,nnqz18,Master of Business Administration,INSEAD,Economics and Commerce Degree,Sapienza University of Rome
492,Holcim Group,Jan,Jenisch,Chief Executive Officer,"Jan Jenisch has a Master of Business Administration from University Fribourg, Switzerland.",https://www.theofficialboard.com/org-chart/holcim-group,https://www.theofficialboard.com/biography/jan-jenisch-988g9,Materials,Switzerland,CH - LHN,loy8y,rzq7vm,Master of Business Administration,,,
493,Mapfre,Antonio,Huertas Mejias,Chairman of the Board and Chief Executive Officer,"In 1987, Antonio Huertas Mejias completed a Bachelor of Arts at Universidad de Salamanca.",https://www.theofficialboard.com/org-chart/mapfre,https://www.theofficialboard.com/biography/antonio-huertas-mejias-6483e,Insurance,Spain,ES - MPFRF,1yqm4,pljoq,Bachelor of Arts,,,
494,Alfresa,Ryuji,Arakawa,President and Representative Director,Ryuji Arakawa has a Bachelor from Rikkyo University.,https://www.theofficialboard.com/org-chart/alfresa,https://www.theofficialboard.com/biography/ryuji-arakawa-e9g28,Wholesale,Japan,JP - 2784,o5n7,19qdq1,Bachelor,,,
495,Eli Lilly,David,Ricks,"President, Chief Executive Officer and Chairman of the Board",David Ricks has a Bachelor of Science In Industrial Management from Purdue University in 1990 and a Master of Business Administration in Marketing and Finance from Indiana University - Kelley School of Business in 1996.,https://www.theofficialboard.com/org-chart/eli-lilly,https://www.theofficialboard.com/biography/david-ricks-dg658,Pharmaceuticals,United States (USA),US - LLY,y8jqw,w44rdv,Master of Business Administration in Marketing and Finance,Indiana University - Kelley School of Business,Bachelor of Science In Industrial Management,Purdue University
496,Truist,William,Rogers,Chief Executive Officer and Chairman of the Board,William Rogers has a Bachelor of Science in Business Administration from University of North Carolina at Chapel Hill and a Master of Business Administration from Georgia State University.,https://www.theofficialboard.com/org-chart/truist,https://www.theofficialboard.com/biography/william-rogers-71g91,Banking,United States (USA),US - TFC,ld88,lmzw6,Master of Business Administration,Georgia State University,Bachelor of Science in Business Administration,University of North Carolina at Chapel Hill
497,China Reinsurance,He,Chunlei,"President, Vice Chairman of the Board and Executive Director",He Chunlei has a Master in Political Economics from Northwest University and a PhD in Economics from Chinese Academy of Social Sciences.,https://www.theofficialboard.com/org-chart/china-reinsurance,https://www.theofficialboard.com/biography/he-chunlei-951d2,Reinsurance,China,CN - 1508,qpde4,2lovvj,PhD in Economics,,,
498,Commonwealth Bank,Matt,Comyn,Managing Director and Chief Executive Officer,"Matt Comyn has a Master in Commerce, Majoring in Finance from University of New South Wales and a Master of Business Administration from University of Sydney.",https://www.theofficialboard.com/org-chart/commonwealth-bank,https://www.theofficialboard.com/biography/matt-comyn-363g6,Banking,Australia,AU - CMWAY,m2rl,llpzny,Master of Business Administration,University of Sydney,"Master in Commerce, Majoring in Finance",University of New South Wales
499,Flex,Revathi,Advaithi,Chief Executive Officer and Director,"Revathi Advaithi has a Bachelor in Mechanical Engineering from the Birla Institute of Technology and Science in Pilani, India and a Master of Business Administration from Thunderbird School of Global Management.",https://www.theofficialboard.com/org-chart/flex,https://www.theofficialboard.com/biography/revathi-advaithi-e6g28,Electrical & Electronic Components,Singapore,SG - FLEX,l7my,d9v4ex,Master of Business Administration,,Bachelor in Mechanical Engineering,
500,Rite Aid,Heyward,Donigan,Chief Executive Officer and Director,Heyward Donigan has a Bachelor of Arts in English from University of Virginia in 1983 and a Master of Public Administration in Health Finance from New York University in 1992.,https://www.theofficialboard.com/org-chart/rite-aid,https://www.theofficialboard.com/biography/heyward-donigan-269d8,Retail,United States (USA),US - RAD,4mjyq,47yjpo,,New York University,Bachelor of Arts in English,University of Virginia
